 time            V("/vd1")       V("/vd2")       V("/vtemp")     V("/vload")    
 5.55280000e+00  4.99742325e+00  1.52882334e+00  1.94792720e+02  4.97553539e+00 
 5.56280000e+00  4.99737070e+00  1.52882308e+00  1.95141720e+02  4.97553539e+00 
 5.57280000e+00  4.99731586e+00  1.52882335e+00  1.95490720e+02  4.97553539e+00 
 5.58280000e+00  4.99726035e+00  1.52882308e+00  1.95839720e+02  4.97553539e+00 
 5.59280000e+00  4.99720249e+00  1.52882335e+00  1.96188720e+02  4.97553539e+00 
 5.60280000e+00  4.99714389e+00  1.52882309e+00  1.96537720e+02  4.97553539e+00 
 5.61280000e+00  4.99708286e+00  1.52882335e+00  1.96886720e+02  4.97553539e+00 
 5.62280000e+00  4.99702102e+00  1.52882309e+00  1.97235720e+02  4.97553539e+00 
 5.63280000e+00  4.99695667e+00  1.52882335e+00  1.97584720e+02  4.97553539e+00 
 5.64280000e+00  4.99689144e+00  1.52882309e+00  1.97933720e+02  4.97553539e+00 
 5.65280000e+00  4.99682363e+00  1.52882335e+00  1.98282720e+02  4.97553539e+00 
 5.66280000e+00  4.99675486e+00  1.52882309e+00  1.98631720e+02  4.97553539e+00 
 5.67280000e+00  4.99668342e+00  1.52882335e+00  1.98980720e+02  4.97553539e+00 
 5.68280000e+00  4.99661093e+00  1.52882309e+00  1.99329720e+02  4.97553539e+00 
 5.69280000e+00  4.99653571e+00  1.52882335e+00  1.99678720e+02  4.97553539e+00 
 5.70280000e+00  4.99645935e+00  1.52882310e+00  2.00027720e+02  4.97553539e+00 
 5.71280000e+00  4.99638016e+00  1.52882336e+00  2.00376720e+02  4.97553539e+00 
 5.72280000e+00  4.99629975e+00  1.52882310e+00  2.00725720e+02  4.97553539e+00 
 5.73280000e+00  4.99621643e+00  1.52882336e+00  2.01074720e+02  4.97553539e+00 
 5.74280000e+00  4.99613179e+00  1.52882310e+00  2.01423720e+02  4.97553539e+00 
 5.75280000e+00  4.99604415e+00  1.52882336e+00  2.01772720e+02  4.97553539e+00 
 5.76280000e+00  4.99595510e+00  1.52882311e+00  2.02121720e+02  4.97553539e+00 
 5.77280000e+00  4.99586295e+00  1.52882336e+00  2.02470720e+02  4.97553539e+00 
 5.78280000e+00  4.99576929e+00  1.52882311e+00  2.02819720e+02  4.97553539e+00 
 5.79280000e+00  4.99567244e+00  1.52882336e+00  2.03168720e+02  4.97553539e+00 
 5.80280000e+00  4.99557397e+00  1.52882311e+00  2.03517720e+02  4.97553539e+00 
 5.81280000e+00  4.99547222e+00  1.52882337e+00  2.03866720e+02  4.97553539e+00 
 5.82280000e+00  4.99536874e+00  1.52882312e+00  2.04215720e+02  4.97553539e+00 
 5.83280000e+00  4.99526188e+00  1.52882337e+00  2.04564720e+02  4.97553539e+00 
 5.84280000e+00  4.99515318e+00  1.52882312e+00  2.04913720e+02  4.97553539e+00 
 5.85280000e+00  4.99504099e+00  1.52882337e+00  2.05262720e+02  4.97553539e+00 
 5.86280000e+00  4.99492685e+00  1.52882312e+00  2.05611720e+02  4.97553539e+00 
 5.87280000e+00  4.99480911e+00  1.52882338e+00  2.05960720e+02  4.97553539e+00 
 5.88280000e+00  4.99468931e+00  1.52882313e+00  2.06309720e+02  4.97553539e+00 
 5.89280000e+00  4.99456579e+00  1.52882338e+00  2.06658720e+02  4.97553539e+00 
 5.90280000e+00  4.99444008e+00  1.52882313e+00  2.07007720e+02  4.97553539e+00 
 5.91280000e+00  4.99431055e+00  1.52882338e+00  2.07356720e+02  4.97553539e+00 
 5.92280000e+00  4.99417871e+00  1.52882313e+00  2.07705720e+02  4.97553539e+00 
 5.93280000e+00  4.99404292e+00  1.52882339e+00  2.08054720e+02  4.97553539e+00 
 5.94280000e+00  4.99390469e+00  1.52882314e+00  2.08403720e+02  4.97553539e+00 
 5.95280000e+00  4.99376239e+00  1.52882339e+00  2.08752720e+02  4.97553539e+00 
 5.96280000e+00  4.99361752e+00  1.52882314e+00  2.09101720e+02  4.97553539e+00 
 5.97280000e+00  4.99346845e+00  1.52882339e+00  2.09450720e+02  4.97553539e+00 
 5.98280000e+00  4.99331668e+00  1.52882315e+00  2.09799720e+02  4.97553539e+00 
 5.99280000e+00  4.99316058e+00  1.52882340e+00  2.10148720e+02  4.97553539e+00 
 6.00280000e+00  4.99300164e+00  1.52882316e+00  2.10497720e+02  4.97553539e+00 
 6.01280000e+00  4.99283823e+00  1.52882340e+00  2.10846720e+02  4.97553539e+00 
 6.02280000e+00  4.99267184e+00  1.52882316e+00  2.11195720e+02  4.97553539e+00 
 6.03280000e+00  4.99250084e+00  1.52882341e+00  2.11544720e+02  4.97553539e+00 
 6.04280000e+00  4.99232672e+00  1.52882317e+00  2.11893720e+02  4.97553539e+00 
 6.05280000e+00  4.99214784e+00  1.52882342e+00  2.12242720e+02  4.97553539e+00 
 6.06280000e+00  4.99196569e+00  1.52882317e+00  2.12591720e+02  4.97553539e+00 
 6.07280000e+00  4.99177864e+00  1.52882342e+00  2.12940720e+02  4.97553539e+00 
 6.08280000e+00  4.99158816e+00  1.52882318e+00  2.13289720e+02  4.97553539e+00 
 6.09280000e+00  4.99139262e+00  1.52882343e+00  2.13638720e+02  4.97553539e+00 
 6.10280000e+00  4.99119350e+00  1.52882319e+00  2.13987720e+02  4.97553539e+00 
 6.11280000e+00  4.99098918e+00  1.52882343e+00  2.14336720e+02  4.97553539e+00 
 6.12280000e+00  4.99078110e+00  1.52882320e+00  2.14685720e+02  4.97553539e+00 
 6.13280000e+00  4.99056766e+00  1.52882344e+00  2.15034720e+02  4.97553539e+00 
 6.14280000e+00  4.99035031e+00  1.52882320e+00  2.15383720e+02  4.97553539e+00 
 6.15280000e+00  4.99012742e+00  1.52882345e+00  2.15732720e+02  4.97553539e+00 
 6.16280000e+00  4.98990045e+00  1.52882321e+00  2.16081720e+02  4.97553539e+00 
 6.17280000e+00  4.98966778e+00  1.52882346e+00  2.16430720e+02  4.97553539e+00 
 6.18280000e+00  4.98943085e+00  1.52882322e+00  2.16779720e+02  4.97553539e+00 
 6.19280000e+00  4.98918805e+00  1.52882347e+00  2.17128720e+02  4.97553539e+00 
 6.20280000e+00  4.98894082e+00  1.52882323e+00  2.17477720e+02  4.97553539e+00 
 6.21280000e+00  4.98868754e+00  1.52882348e+00  2.17826720e+02  4.97553539e+00 
 6.22280000e+00  4.98842963e+00  1.52882324e+00  2.18175720e+02  4.97553539e+00 
 6.23280000e+00  4.98816551e+00  1.52882349e+00  2.18524720e+02  4.97553539e+00 
 6.24280000e+00  4.98789657e+00  1.52882325e+00  2.18873720e+02  4.97553539e+00 
 6.25280000e+00  4.98762123e+00  1.52882350e+00  2.19222720e+02  4.97553539e+00 
 6.26280000e+00  4.98734088e+00  1.52882326e+00  2.19571720e+02  4.97553539e+00 
 6.27280000e+00  4.98705394e+00  1.52882351e+00  2.19920720e+02  4.97553539e+00 
 6.28280000e+00  4.98676181e+00  1.52882328e+00  2.20269720e+02  4.97553539e+00 
 6.29280000e+00  4.98646288e+00  1.52882352e+00  2.20618720e+02  4.97553539e+00 
 6.30280000e+00  4.98615856e+00  1.52882329e+00  2.20967720e+02  4.97553539e+00 
 6.31280000e+00  4.98584726e+00  1.52882353e+00  2.21316720e+02  4.97553539e+00 
 6.32280000e+00  4.98553036e+00  1.52882330e+00  2.21665720e+02  4.97553539e+00 
 6.33280000e+00  4.98520627e+00  1.52882355e+00  2.22014720e+02  4.97553539e+00 
 6.34280000e+00  4.98487638e+00  1.52882332e+00  2.22363720e+02  4.97553539e+00 
 6.35280000e+00  4.98453909e+00  1.52882356e+00  2.22712720e+02  4.97553539e+00 
 6.36280000e+00  4.98419579e+00  1.52882333e+00  2.23061720e+02  4.97553539e+00 
 6.37280000e+00  4.98384490e+00  1.52882358e+00  2.23410720e+02  4.97553539e+00 
 6.38280000e+00  4.98348776e+00  1.52882335e+00  2.23759720e+02  4.97553539e+00 
 6.39280000e+00  4.98312282e+00  1.52882359e+00  2.24108720e+02  4.97553539e+00 
 6.40280000e+00  4.98275143e+00  1.52882337e+00  2.24457720e+02  4.97553539e+00 
 6.41280000e+00  4.98237201e+00  1.52882361e+00  2.24806720e+02  4.97553539e+00 
 6.42280000e+00  4.98198591e+00  1.52882339e+00  2.25155720e+02  4.97553539e+00 
 6.43280000e+00  4.98159157e+00  1.52882363e+00  2.25504720e+02  4.97553539e+00 
 6.44280000e+00  4.98119032e+00  1.52882340e+00  2.25853720e+02  4.97553539e+00 
 6.45280000e+00  4.98078061e+00  1.52882365e+00  2.26202720e+02  4.97553539e+00 
 6.46280000e+00  4.98036376e+00  1.52882343e+00  2.26551720e+02  4.97553539e+00 
 6.47280000e+00  4.97993821e+00  1.52882367e+00  2.26900720e+02  4.97553539e+00 
 6.48280000e+00  4.97950529e+00  1.52882345e+00  2.27249720e+02  4.97553539e+00 
 6.49280000e+00  4.97906345e+00  1.52882369e+00  2.27598720e+02  4.97553539e+00 
 6.50280000e+00  4.97861400e+00  1.52882347e+00  2.27947720e+02  4.97553539e+00 
 6.51280000e+00  4.97815539e+00  1.52882371e+00  2.28296720e+02  4.97553539e+00 
 6.52280000e+00  4.97768893e+00  1.52882350e+00  2.28645720e+02  4.97553539e+00 
 6.53280000e+00  4.97721307e+00  1.52882374e+00  2.28994720e+02  4.97553539e+00 
 6.54280000e+00  4.97672912e+00  1.52882352e+00  2.29343720e+02  4.97553539e+00 
 6.55280000e+00  4.97623553e+00  1.52882376e+00  2.29692720e+02  4.97553539e+00 
 6.56280000e+00  4.97573360e+00  1.52882355e+00  2.30041720e+02  4.97553539e+00 
 6.57280000e+00  4.97522179e+00  1.52882379e+00  2.30390720e+02  4.97553539e+00 
 6.58280000e+00  4.97470139e+00  1.52882358e+00  2.30739720e+02  4.97553539e+00 
 6.59280000e+00  4.97417086e+00  1.52882382e+00  2.31088720e+02  4.97553539e+00 
 6.60280000e+00  4.97363148e+00  1.52882361e+00  2.31437720e+02  4.97553539e+00 
 6.61280000e+00  4.97308173e+00  1.52882385e+00  2.31786720e+02  4.97553539e+00 
 6.62280000e+00  4.97252288e+00  1.52882364e+00  2.32135720e+02  4.97553539e+00 
 6.63280000e+00  4.97195339e+00  1.52882389e+00  2.32484720e+02  4.97553539e+00 
 6.64280000e+00  4.97137455e+00  1.52882368e+00  2.32833720e+02  4.97553539e+00 
 6.65280000e+00  4.97078483e+00  1.52882392e+00  2.33182720e+02  4.97553539e+00 
 6.66280000e+00  4.97018549e+00  1.52882372e+00  2.33531720e+02  4.97553539e+00 
 6.67280000e+00  4.96957500e+00  1.52882396e+00  2.33880720e+02  4.97553539e+00 
 6.68280000e+00  4.96895464e+00  1.52882376e+00  2.34229720e+02  4.97553539e+00 
 6.69280000e+00  4.96832288e+00  1.52882400e+00  2.34578720e+02  4.97553539e+00 
 6.70280000e+00  4.96768098e+00  1.52882380e+00  2.34927720e+02  4.97553539e+00 
 6.71280000e+00  4.96702741e+00  1.52882405e+00  2.35276720e+02  4.97553539e+00 
 6.72280000e+00  4.96636344e+00  1.52882385e+00  2.35625720e+02  4.97553539e+00 
 6.73280000e+00  4.96568755e+00  1.52882409e+00  2.35974720e+02  4.97553539e+00 
 6.74280000e+00  4.96500099e+00  1.52882389e+00  2.36323720e+02  4.97553539e+00 
 6.75280000e+00  4.96430224e+00  1.52882414e+00  2.36672720e+02  4.97553539e+00 
 6.76280000e+00  4.96359255e+00  1.52882394e+00  2.37021720e+02  4.97553539e+00 
 6.77280000e+00  4.96287042e+00  1.52882419e+00  2.37370720e+02  4.97553539e+00 
 6.78280000e+00  4.96213708e+00  1.52882400e+00  2.37719720e+02  4.97553539e+00 
 6.79280000e+00  4.96139102e+00  1.52882425e+00  2.38068720e+02  4.97553539e+00 
 6.80280000e+00  4.96063349e+00  1.52882406e+00  2.38417720e+02  4.97553539e+00 
 6.81280000e+00  4.95986299e+00  1.52882431e+00  2.38766720e+02  4.97553539e+00 
 6.82280000e+00  4.95908074e+00  1.52882412e+00  2.39115720e+02  4.97553539e+00 
 6.83280000e+00  4.95828525e+00  1.52882437e+00  2.39464720e+02  4.97553539e+00 
 6.84280000e+00  4.95747774e+00  1.52882418e+00  2.39813720e+02  4.97553539e+00 
 6.85280000e+00  4.95665674e+00  1.52882444e+00  2.40162720e+02  4.97553539e+00 
 6.86280000e+00  4.95582345e+00  1.52882425e+00  2.40511720e+02  4.97553539e+00 
 6.87280000e+00  4.95497640e+00  1.52882451e+00  2.40860720e+02  4.97553539e+00 
 6.88280000e+00  4.95411680e+00  1.52882432e+00  2.41209720e+02  4.97553539e+00 
 6.89280000e+00  4.95324318e+00  1.52882458e+00  2.41558720e+02  4.97553539e+00 
 6.90280000e+00  4.95235673e+00  1.52882440e+00  2.41907720e+02  4.97553539e+00 
 6.91280000e+00  4.95145601e+00  1.52882466e+00  2.42256720e+02  4.97553539e+00 
 6.92280000e+00  4.95054221e+00  1.52882449e+00  2.42605720e+02  4.97553539e+00 
 6.93280000e+00  4.94961386e+00  1.52882475e+00  2.42954720e+02  4.97553539e+00 
 6.94280000e+00  4.94867217e+00  1.52882457e+00  2.43303720e+02  4.97553539e+00 
 6.95280000e+00  4.94771569e+00  1.52882484e+00  2.43652720e+02  4.97553539e+00 
 6.96280000e+00  4.94674560e+00  1.52882467e+00  2.44001720e+02  4.97553539e+00 
 6.97280000e+00  4.94576047e+00  1.52882493e+00  2.44350720e+02  4.97553539e+00 
 6.98280000e+00  4.94476147e+00  1.52882477e+00  2.44699720e+02  4.97553539e+00 
 6.99280000e+00  4.94374718e+00  1.52882504e+00  2.45048720e+02  4.97553539e+00 
 7.00280000e+00  4.94271877e+00  1.52882487e+00  2.45397720e+02  4.97553538e+00 
 7.01280000e+00  4.94167483e+00  1.52882514e+00  2.45746720e+02  4.97553538e+00 
 7.02280000e+00  4.94061651e+00  1.52882499e+00  2.46095720e+02  4.97553538e+00 
 7.03280000e+00  4.93954242e+00  1.52882526e+00  2.46444720e+02  4.97553538e+00 
 7.04280000e+00  4.93845371e+00  1.52882511e+00  2.46793720e+02  4.97553538e+00 
 7.05280000e+00  4.93734899e+00  1.52882538e+00  2.47142720e+02  4.97553538e+00 
 7.06280000e+00  4.93622941e+00  1.52882524e+00  2.47491720e+02  4.97553538e+00 
 7.07280000e+00  4.93509358e+00  1.52882552e+00  2.47840720e+02  4.97553538e+00 
 7.08280000e+00  4.93394267e+00  1.52882537e+00  2.48189720e+02  4.97553538e+00 
 7.09280000e+00  4.93277528e+00  1.52882566e+00  2.48538720e+02  4.97553538e+00 
 7.10280000e+00  4.93159257e+00  1.52882552e+00  2.48887720e+02  4.97553538e+00 
 7.11280000e+00  4.93039316e+00  1.52882580e+00  2.49236720e+02  4.97553538e+00 
 7.12280000e+00  4.92917821e+00  1.52882567e+00  2.49585720e+02  4.97553538e+00 
 7.13280000e+00  4.92794635e+00  1.52882596e+00  2.49934720e+02  4.97553538e+00 
 7.14280000e+00  4.92669873e+00  1.52882583e+00  2.50283720e+02  4.97553538e+00 
 7.15280000e+00  4.92543399e+00  1.52882613e+00  2.50632720e+02  4.97553538e+00 
 7.16280000e+00  4.92415328e+00  1.52882601e+00  2.50981720e+02  4.97553538e+00 
 7.17280000e+00  4.92285525e+00  1.52882631e+00  2.51330720e+02  4.97553538e+00 
 7.18280000e+00  4.92154106e+00  1.52882620e+00  2.51679720e+02  4.97553538e+00 
 7.19280000e+00  4.92020935e+00  1.52882650e+00  2.52028720e+02  4.97553538e+00 
 7.20280000e+00  4.91886128e+00  1.52882639e+00  2.52377720e+02  4.97553538e+00 
 7.21280000e+00  4.91749552e+00  1.52882671e+00  2.52726720e+02  4.97553538e+00 
 7.22280000e+00  4.91611320e+00  1.52882660e+00  2.53075720e+02  4.97553538e+00 
 7.23280000e+00  4.91471302e+00  1.52882692e+00  2.53424720e+02  4.97553538e+00 
 7.24280000e+00  4.91329612e+00  1.52882683e+00  2.53773720e+02  4.97553538e+00 
 7.25280000e+00  4.91186118e+00  1.52882715e+00  2.54122720e+02  4.97553538e+00 
 7.26280000e+00  4.91040935e+00  1.52882707e+00  2.54471720e+02  4.97553538e+00 
 7.27280000e+00  4.90893933e+00  1.52882740e+00  2.54820720e+02  4.97553538e+00 
 7.28280000e+00  4.90745227e+00  1.52882732e+00  2.55169720e+02  4.97553538e+00 
 7.29280000e+00  4.90594687e+00  1.52882766e+00  2.55518720e+02  4.97553538e+00 
 7.30280000e+00  4.90442428e+00  1.52882759e+00  2.55867720e+02  4.97553538e+00 
 7.31280000e+00  4.90288323e+00  1.52882794e+00  2.56216720e+02  4.97553538e+00 
 7.32280000e+00  4.90132486e+00  1.52882788e+00  2.56565720e+02  4.97553537e+00 
 7.33280000e+00  4.89974789e+00  1.52882824e+00  2.56914720e+02  4.97553537e+00 
 7.34280000e+00  4.89815349e+00  1.52882819e+00  2.57263720e+02  4.97553537e+00 
 7.35280000e+00  4.89654038e+00  1.52882855e+00  2.57612720e+02  4.97553537e+00 
 7.36280000e+00  4.89490972e+00  1.52882851e+00  2.57961720e+02  4.97553537e+00 
 7.37280000e+00  4.89326027e+00  1.52882889e+00  2.58310720e+02  4.97553537e+00 
 7.38280000e+00  4.89159317e+00  1.52882886e+00  2.58659720e+02  4.97553537e+00 
 7.39280000e+00  4.88990719e+00  1.52882925e+00  2.59008720e+02  4.97553537e+00 
 7.40280000e+00  4.88820347e+00  1.52882923e+00  2.59357720e+02  4.97553537e+00 
 7.41280000e+00  4.88648081e+00  1.52882963e+00  2.59706720e+02  4.97553537e+00 
 7.42280000e+00  4.88474034e+00  1.52882963e+00  2.60055720e+02  4.97553537e+00 
 7.43280000e+00  4.88298087e+00  1.52883004e+00  2.60404720e+02  4.97553537e+00 
 7.44280000e+00  4.88120354e+00  1.52883005e+00  2.60753720e+02  4.97553537e+00 
 7.45280000e+00  4.87940717e+00  1.52883048e+00  2.61102720e+02  4.97553537e+00 
 7.46280000e+00  4.87759289e+00  1.52883051e+00  2.61451720e+02  4.97553537e+00 
 7.47280000e+00  4.87575955e+00  1.52883094e+00  2.61800720e+02  4.97553536e+00 
 7.48280000e+00  4.87390827e+00  1.52883099e+00  2.62149720e+02  4.97553536e+00 
 7.49280000e+00  4.87203792e+00  1.52883144e+00  2.62498720e+02  4.97553536e+00 
 7.50280000e+00  4.87014962e+00  1.52883150e+00  2.62847720e+02  4.97553536e+00 
 7.51280000e+00  4.86824225e+00  1.52883197e+00  2.63196720e+02  4.97553536e+00 
 7.52280000e+00  4.86631695e+00  1.52883205e+00  2.63545720e+02  4.97553536e+00 
 7.53280000e+00  4.86437258e+00  1.52883254e+00  2.63894720e+02  4.97553536e+00 
 7.54280000e+00  4.86241031e+00  1.52883263e+00  2.64243720e+02  4.97553536e+00 
 7.55280000e+00  4.86042901e+00  1.52883314e+00  2.64592720e+02  4.97553536e+00 
 7.56280000e+00  4.85842984e+00  1.52883326e+00  2.64941720e+02  4.97553536e+00 
 7.57280000e+00  4.85641170e+00  1.52883379e+00  2.65290720e+02  4.97553535e+00 
 7.58280000e+00  4.85437574e+00  1.52883393e+00  2.65639720e+02  4.97553535e+00 
 7.59280000e+00  4.85232088e+00  1.52883448e+00  2.65988720e+02  4.97553535e+00 
 7.60280000e+00  4.85024827e+00  1.52883464e+00  2.66337720e+02  4.97553535e+00 
 7.61280000e+00  4.84815685e+00  1.52883522e+00  2.66686720e+02  4.97553535e+00 
 7.62280000e+00  4.84604777e+00  1.52883541e+00  2.67035720e+02  4.97553535e+00 
 7.63280000e+00  4.84391999e+00  1.52883601e+00  2.67384720e+02  4.97553535e+00 
 7.64280000e+00  4.84177464e+00  1.52883623e+00  2.67733720e+02  4.97553535e+00 
 7.65280000e+00  4.83961072e+00  1.52883685e+00  2.68082720e+02  4.97553534e+00 
 7.66280000e+00  4.83742936e+00  1.52883710e+00  2.68431720e+02  4.97553534e+00 
 7.67280000e+00  4.83522955e+00  1.52883776e+00  2.68780720e+02  4.97553534e+00 
 7.68280000e+00  4.83301246e+00  1.52883804e+00  2.69129720e+02  4.97553534e+00 
 7.69280000e+00  4.83077707e+00  1.52883873e+00  2.69478720e+02  4.97553534e+00 
 7.70280000e+00  4.82852456e+00  1.52883905e+00  2.69827720e+02  4.97553534e+00 
 7.71280000e+00  4.82625393e+00  1.52883977e+00  2.70176720e+02  4.97553533e+00 
 7.72280000e+00  4.82396635e+00  1.52884013e+00  2.70525720e+02  4.97553533e+00 
 7.73280000e+00  4.82166084e+00  1.52884089e+00  2.70874720e+02  4.97553533e+00 
 7.74280000e+00  4.81933858e+00  1.52884129e+00  2.71223720e+02  4.97553533e+00 
 7.75280000e+00  4.81699860e+00  1.52884209e+00  2.71572720e+02  4.97553533e+00 
 7.76280000e+00  4.81464208e+00  1.52884253e+00  2.71921720e+02  4.97553532e+00 
 7.77280000e+00  4.81226807e+00  1.52884338e+00  2.72270720e+02  4.97553532e+00 
 7.78280000e+00  4.80987775e+00  1.52884387e+00  2.72619720e+02  4.97553532e+00 
 7.79280000e+00  4.80747019e+00  1.52884477e+00  2.72968720e+02  4.97553532e+00 
 7.80280000e+00  4.80504656e+00  1.52884531e+00  2.73317720e+02  4.97553531e+00 
 7.81280000e+00  4.80260596e+00  1.52884627e+00  2.73666720e+02  4.97553531e+00 
 7.82280000e+00  4.80014956e+00  1.52884687e+00  2.74015720e+02  4.97553531e+00 
 7.83280000e+00  4.79767646e+00  1.52884788e+00  2.74364720e+02  4.97553531e+00 
 7.84280000e+00  4.79518784e+00  1.52884854e+00  2.74713720e+02  4.97553530e+00 
 7.85280000e+00  4.79268283e+00  1.52884962e+00  2.75062720e+02  4.97553530e+00 
 7.86280000e+00  4.79016260e+00  1.52885035e+00  2.75411720e+02  4.97553530e+00 
 7.87280000e+00  4.78762629e+00  1.52885150e+00  2.75760720e+02  4.97553529e+00 
 7.88280000e+00  4.78507508e+00  1.52885231e+00  2.76109720e+02  4.97553529e+00 
 7.89280000e+00  4.78250812e+00  1.52885354e+00  2.76458720e+02  4.97553529e+00 
 7.90280000e+00  4.77992659e+00  1.52885443e+00  2.76807720e+02  4.97553528e+00 
 7.91280000e+00  4.77732966e+00  1.52885575e+00  2.77156720e+02  4.97553528e+00 
 7.92280000e+00  4.77471851e+00  1.52885673e+00  2.77505720e+02  4.97553527e+00 
 7.93280000e+00  4.77209233e+00  1.52885814e+00  2.77854720e+02  4.97553527e+00 
 7.94280000e+00  4.76945229e+00  1.52885922e+00  2.78203720e+02  4.97553527e+00 
 7.95280000e+00  4.76679760e+00  1.52886074e+00  2.78552720e+02  4.97553526e+00 
 7.96280000e+00  4.76412943e+00  1.52886194e+00  2.78901720e+02  4.97553526e+00 
 7.97280000e+00  4.76144700e+00  1.52886358e+00  2.79250720e+02  4.97553525e+00 
 7.98280000e+00  4.75875149e+00  1.52886490e+00  2.79599720e+02  4.97553525e+00 
 7.99280000e+00  4.75604214e+00  1.52886668e+00  2.79948720e+02  4.97553524e+00 
 8.00280000e+00  4.75332011e+00  1.52886814e+00  2.80297720e+02  4.97553524e+00 
 8.01280000e+00  4.75058467e+00  1.52887006e+00  2.80646720e+02  4.97553523e+00 
 8.02280000e+00  4.74783697e+00  1.52887169e+00  2.80995720e+02  4.97553522e+00 
 8.03280000e+00  4.74507629e+00  1.52887378e+00  2.81344720e+02  4.97553522e+00 
 8.04280000e+00  4.74230380e+00  1.52887558e+00  2.81693720e+02  4.97553521e+00 
 8.05280000e+00  4.73951878e+00  1.52887787e+00  2.82042720e+02  4.97553520e+00 
 8.06280000e+00  4.73672239e+00  1.52887988e+00  2.82391720e+02  4.97553520e+00 
 8.07280000e+00  4.73391394e+00  1.52888237e+00  2.82740720e+02  4.97553519e+00 
 8.08280000e+00  4.73109458e+00  1.52888462e+00  2.83089720e+02  4.97553518e+00 
 8.09280000e+00  4.72826363e+00  1.52888737e+00  2.83438720e+02  4.97553517e+00 
 8.10280000e+00  4.72542225e+00  1.52888988e+00  2.83787720e+02  4.97553516e+00 
 8.11280000e+00  4.72256977e+00  1.52889291e+00  2.84136720e+02  4.97553515e+00 
 8.12280000e+00  4.71970734e+00  1.52889573e+00  2.84485720e+02  4.97553514e+00 
 8.13280000e+00  4.71683430e+00  1.52889910e+00  2.84834720e+02  4.97553513e+00 
 8.14280000e+00  4.71395181e+00  1.52890228e+00  2.85183720e+02  4.97553512e+00 
 8.15280000e+00  4.71105922e+00  1.52890603e+00  2.85532720e+02  4.97553511e+00 
 8.16280000e+00  4.70815768e+00  1.52890963e+00  2.85881720e+02  4.97553509e+00 
 8.17280000e+00  4.70524655e+00  1.52891384e+00  2.86230720e+02  4.97553508e+00 
 8.18280000e+00  4.70232699e+00  1.52891794e+00  2.86579720e+02  4.97553506e+00 
 8.19280000e+00  4.69939836e+00  1.52892269e+00  2.86928720e+02  4.97553505e+00 
 8.20280000e+00  4.69646182e+00  1.52892739e+00  2.87277720e+02  4.97553503e+00 
 8.21280000e+00  4.69351674e+00  1.52893279e+00  2.87626720e+02  4.97553501e+00 
 8.22280000e+00  4.69056428e+00  1.52893821e+00  2.87975720e+02  4.97553499e+00 
 8.23280000e+00  4.68760382e+00  1.52894440e+00  2.88324720e+02  4.97553497e+00 
 8.24280000e+00  4.68463649e+00  1.52895069e+00  2.88673720e+02  4.97553495e+00 
 8.25280000e+00  4.68166173e+00  1.52895786e+00  2.89022720e+02  4.97553493e+00 
 8.26280000e+00  4.67868063e+00  1.52896524e+00  2.89371720e+02  4.97553490e+00 
 8.27280000e+00  4.67569264e+00  1.52897363e+00  2.89720720e+02  4.97553487e+00 
 8.28280000e+00  4.67269887e+00  1.52898238e+00  2.90069720e+02  4.97553484e+00 
 8.29280000e+00  4.66969875e+00  1.52899232e+00  2.90418720e+02  4.97553481e+00 
 8.30280000e+00  4.66669340e+00  1.52900283e+00  2.90767720e+02  4.97553477e+00 
 8.31280000e+00  4.66368226e+00  1.52901479e+00  2.91116720e+02  4.97553473e+00 
 8.32280000e+00  4.66066643e+00  1.52902762e+00  2.91465720e+02  4.97553469e+00 
 8.33280000e+00  4.65764537e+00  1.52904226e+00  2.91814720e+02  4.97553464e+00 
 8.34280000e+00  4.65462018e+00  1.52905822e+00  2.92163720e+02  4.97553458e+00 
 8.35280000e+00  4.65159031e+00  1.52907654e+00  2.92512720e+02  4.97553452e+00 
 8.36280000e+00  4.64855687e+00  1.52909688e+00  2.92861720e+02  4.97553445e+00 
 8.37280000e+00  4.64551931e+00  1.52912046e+00  2.93210720e+02  4.97553437e+00 
 8.38280000e+00  4.64247873e+00  1.52914717e+00  2.93559720e+02  4.97553427e+00 
 8.39280000e+00  4.63943459e+00  1.52917859e+00  2.93908720e+02  4.97553417e+00 
 8.40280000e+00  4.63638799e+00  1.52921510e+00  2.94257720e+02  4.97553404e+00 
 8.41280000e+00  4.63333839e+00  1.52925899e+00  2.94606720e+02  4.97553389e+00 
 8.42280000e+00  4.63028687e+00  1.52931170e+00  2.94955720e+02  4.97553371e+00 
 8.43280000e+00  4.62723291e+00  1.52937714e+00  2.95304720e+02  4.97553348e+00 
 8.44280000e+00  4.62417758e+00  1.52945942e+00  2.95653720e+02  4.97553320e+00 
 8.45280000e+00  4.62112038e+00  1.52956697e+00  2.96002720e+02  4.97553283e+00 
 8.46280000e+00  4.61806235e+00  1.52971208e+00  2.96351720e+02  4.97553233e+00 
 8.47280000e+00  4.61500298e+00  1.52991931e+00  2.96700720e+02  4.97553161e+00 
 8.48280000e+00  4.61194333e+00  1.53023640e+00  2.97049720e+02  4.97553052e+00 
 8.49280000e+00  4.60888288e+00  1.53077909e+00  2.97398720e+02  4.97552866e+00 
 8.50280000e+00  4.60582262e+00  1.53189358e+00  2.97747720e+02  4.97552483e+00 
 8.51280000e+00  4.60276084e+00  1.54810606e+00  2.98096720e+02  4.97546929e+00 
