 time            V("/vd1")       V("/vd2")       V("/vtemp")     V("/vload")    
 2.04350000e+01  1.47304862e+00  4.43837729e+00  3.34818500e+02  5.10811513e-03 
 2.04450000e+01  1.47364869e+00  4.43837742e+00  3.34469500e+02  5.10810740e-03 
 2.04550000e+01  1.47425396e+00  4.43837755e+00  3.34120500e+02  5.10808944e-03 
 2.04650000e+01  1.47486454e+00  4.43837768e+00  3.33771500e+02  5.10808154e-03 
 2.04750000e+01  1.47548053e+00  4.43837781e+00  3.33422500e+02  5.10806350e-03 
 2.04850000e+01  1.47610206e+00  4.43837795e+00  3.33073500e+02  5.10805546e-03 
 2.04950000e+01  1.47672927e+00  4.43837807e+00  3.32724500e+02  5.10803731e-03 
 2.05050000e+01  1.47736229e+00  4.43837821e+00  3.32375500e+02  5.10802912e-03 
 2.05150000e+01  1.47800129e+00  4.43837834e+00  3.32026500e+02  5.10801090e-03 
 2.05250000e+01  1.47864644e+00  4.43837848e+00  3.31677500e+02  5.10800259e-03 
 2.05350000e+01  1.47929794e+00  4.43837861e+00  3.31328500e+02  5.10798427e-03 
 2.05450000e+01  1.47995598e+00  4.43837875e+00  3.30979500e+02  5.10797584e-03 
 2.05550000e+01  1.48062080e+00  4.43837888e+00  3.30630500e+02  5.10795745e-03 
 2.05650000e+01  1.48129266e+00  4.43837902e+00  3.30281500e+02  5.10794891e-03 
 2.05750000e+01  1.48197184e+00  4.43837915e+00  3.29932500e+02  5.10793047e-03 
 2.05850000e+01  1.48265864e+00  4.43837930e+00  3.29583500e+02  5.10792182e-03 
 2.05950000e+01  1.48335345e+00  4.43837943e+00  3.29234500e+02  5.10790336e-03 
 2.06050000e+01  1.48405663e+00  4.43837957e+00  3.28885500e+02  5.10789463e-03 
 2.06150000e+01  1.48476865e+00  4.43837970e+00  3.28536500e+02  5.10787614e-03 
 2.06250000e+01  1.48549001e+00  4.43837985e+00  3.28187500e+02  5.10786735e-03 
 2.06350000e+01  1.48622129e+00  4.43837998e+00  3.27838500e+02  5.10784884e-03 
 2.06450000e+01  1.48696315e+00  4.43838012e+00  3.27489500e+02  5.10784004e-03 
 2.06550000e+01  1.48771634e+00  4.43838026e+00  3.27140500e+02  5.10782157e-03 
 2.06650000e+01  1.48848175e+00  4.43838040e+00  3.26791500e+02  5.10781278e-03 
 2.06750000e+01  1.48926039e+00  4.43838053e+00  3.26442500e+02  5.10779439e-03 
 2.06850000e+01  1.49005346e+00  4.43838067e+00  3.26093500e+02  5.10778566e-03 
 2.06950000e+01  1.49086237e+00  4.43838080e+00  3.25744500e+02  5.10776740e-03 
 2.07050000e+01  1.49168880e+00  4.43838095e+00  3.25395500e+02  5.10775880e-03 
 2.07150000e+01  1.49253479e+00  4.43838107e+00  3.25046500e+02  5.10774076e-03 
 2.07250000e+01  1.49340277e+00  4.43838121e+00  3.24697500e+02  5.10773238e-03 
 2.07350000e+01  1.49429579e+00  4.43838134e+00  3.24348500e+02  5.10771468e-03 
 2.07450000e+01  1.49521760e+00  4.43838147e+00  3.23999500e+02  5.10770669e-03 
 2.07550000e+01  1.49617300e+00  4.43838159e+00  3.23650500e+02  5.10768948e-03 
 2.07650000e+01  1.49716815e+00  4.43838172e+00  3.23301500e+02  5.10768207e-03 
 2.07750000e+01  1.49821123e+00  4.43838183e+00  3.22952500e+02  5.10766568e-03 
 2.07850000e+01  1.49931333e+00  4.43838195e+00  3.22603500e+02  5.10765927e-03 
 2.07950000e+01  1.50049008e+00  4.43838205e+00  3.22254500e+02  5.10764419e-03 
 2.08050000e+01  1.50176441e+00  4.43838215e+00  3.21905500e+02  5.10763951e-03 
 2.08150000e+01  1.50317208e+00  4.43838223e+00  3.21556500e+02  5.10762687e-03 
 2.08250000e+01  1.50477337e+00  4.43838229e+00  3.21207500e+02  5.10762563e-03 
 2.08350000e+01  1.50668279e+00  4.43838231e+00  3.20858500e+02  5.10761834e-03 
 2.08450000e+01  1.50894077e+00  4.43838230e+00  3.20509500e+02  5.10762456e-03 
 2.08550000e+01  1.51101061e+00  4.43838228e+00  3.20160500e+02  5.10762113e-03 
 2.08650000e+01  1.51309021e+00  4.43838230e+00  3.19811500e+02  5.10762433e-03 
 2.08750000e+01  1.51518000e+00  4.43838229e+00  3.19462500e+02  5.10762071e-03 
 2.08850000e+01  1.51727881e+00  4.43838231e+00  3.19113500e+02  5.10762407e-03 
 2.08950000e+01  1.51938766e+00  4.43838229e+00  3.18764500e+02  5.10762031e-03 
 2.09050000e+01  1.52150539e+00  4.43838231e+00  3.18415500e+02  5.10762381e-03 
 2.09150000e+01  1.52363299e+00  4.43838230e+00  3.18066500e+02  5.10761992e-03 
 2.09250000e+01  1.52576932e+00  4.43838231e+00  3.17717500e+02  5.10762355e-03 
 2.09350000e+01  1.52791534e+00  4.43838230e+00  3.17368500e+02  5.10761953e-03 
 2.09450000e+01  1.53006992e+00  4.43838231e+00  3.17019500e+02  5.10762326e-03 
 2.09550000e+01  1.53223402e+00  4.43838230e+00  3.16670500e+02  5.10761917e-03 
 2.09650000e+01  1.53440650e+00  4.43838232e+00  3.16321500e+02  5.10762298e-03 
 2.09750000e+01  1.53658830e+00  4.43838231e+00  3.15972500e+02  5.10761879e-03 
 2.09850000e+01  1.53877828e+00  4.43838232e+00  3.15623500e+02  5.10762269e-03 
 2.09950000e+01  1.54097739e+00  4.43838231e+00  3.15274500e+02  5.10761845e-03 
 2.10050000e+01  1.54318448e+00  4.43838232e+00  3.14925500e+02  5.10762240e-03 
 2.10150000e+01  1.54540048e+00  4.43838231e+00  3.14576500e+02  5.10761809e-03 
 2.10250000e+01  1.54762425e+00  4.43838233e+00  3.14227500e+02  5.10762209e-03 
 2.10350000e+01  1.54985671e+00  4.43838232e+00  3.13878500e+02  5.10761777e-03 
 2.10450000e+01  1.55209671e+00  4.43838233e+00  3.13529500e+02  5.10762180e-03 
 2.10550000e+01  1.55434517e+00  4.43838232e+00  3.13180500e+02  5.10761742e-03 
 2.10650000e+01  1.55660094e+00  4.43838233e+00  3.12831500e+02  5.10762151e-03 
 2.10750000e+01  1.55886492e+00  4.43838232e+00  3.12482500e+02  5.10761710e-03 
 2.10850000e+01  1.56113596e+00  4.43838234e+00  3.12133500e+02  5.10762121e-03 
 2.10950000e+01  1.56341496e+00  4.43838233e+00  3.11784500e+02  5.10761678e-03 
 2.11050000e+01  1.56570076e+00  4.43838234e+00  3.11435500e+02  5.10762092e-03 
 2.11150000e+01  1.56799426e+00  4.43838233e+00  3.11086500e+02  5.10761647e-03 
 2.11250000e+01  1.57029429e+00  4.43838234e+00  3.10737500e+02  5.10762061e-03 
 2.11350000e+01  1.57260174e+00  4.43838233e+00  3.10388500e+02  5.10761616e-03 
 2.11450000e+01  1.57491545e+00  4.43838234e+00  3.10039500e+02  5.10762032e-03 
 2.11550000e+01  1.57723629e+00  4.43838234e+00  3.09690500e+02  5.10761586e-03 
 2.11650000e+01  1.57956310e+00  4.43838235e+00  3.09341500e+02  5.10762003e-03 
 2.11750000e+01  1.58189674e+00  4.43838234e+00  3.08992500e+02  5.10761556e-03 
 2.11850000e+01  1.58423606e+00  4.43838235e+00  3.08643500e+02  5.10761974e-03 
 2.11950000e+01  1.58658190e+00  4.43838234e+00  3.08294500e+02  5.10761528e-03 
 2.12050000e+01  1.58893311e+00  4.43838235e+00  3.07945500e+02  5.10761946e-03 
 2.12150000e+01  1.59129052e+00  4.43838235e+00  3.07596500e+02  5.10761499e-03 
 2.12250000e+01  1.59365297e+00  4.43838236e+00  3.07247500e+02  5.10761918e-03 
 2.12350000e+01  1.59602131e+00  4.43838235e+00  3.06898500e+02  5.10761472e-03 
 2.12450000e+01  1.59839436e+00  4.43838236e+00  3.06549500e+02  5.10761891e-03 
 2.12550000e+01  1.60077296e+00  4.43838235e+00  3.06200500e+02  5.10761445e-03 
 2.12650000e+01  1.60315593e+00  4.43838236e+00  3.05851500e+02  5.10761863e-03 
 2.12750000e+01  1.60554410e+00  4.43838235e+00  3.05502500e+02  5.10761419e-03 
 2.12850000e+01  1.60793631e+00  4.43838236e+00  3.05153500e+02  5.10761837e-03 
 2.12950000e+01  1.61033334e+00  4.43838236e+00  3.04804500e+02  5.10761394e-03 
 2.13050000e+01  1.61273406e+00  4.43838237e+00  3.04455500e+02  5.10761812e-03 
 2.13150000e+01  1.61513925e+00  4.43838236e+00  3.04106500e+02  5.10761370e-03 
 2.13250000e+01  1.61754776e+00  4.43838237e+00  3.03757500e+02  5.10761787e-03 
 2.13350000e+01  1.61996036e+00  4.43838236e+00  3.03408500e+02  5.10761346e-03 
 2.13450000e+01  1.62237590e+00  4.43838237e+00  3.03059500e+02  5.10761762e-03 
 2.13550000e+01  1.62479516e+00  4.43838236e+00  3.02710500e+02  5.10761322e-03 
 2.13650000e+01  1.62721697e+00  4.43838237e+00  3.02361500e+02  5.10761738e-03 
 2.13750000e+01  1.62964212e+00  4.43838237e+00  3.02012500e+02  5.10761301e-03 
 2.13850000e+01  1.63206943e+00  4.43838238e+00  3.01663500e+02  5.10761716e-03 
 2.13950000e+01  1.63449967e+00  4.43838237e+00  3.01314500e+02  5.10761280e-03 
 2.14050000e+01  1.63693169e+00  4.43838238e+00  3.00965500e+02  5.10761694e-03 
 2.14150000e+01  1.63936624e+00  4.43838237e+00  3.00616500e+02  5.10761259e-03 
 2.14250000e+01  1.64180215e+00  4.43838238e+00  3.00267500e+02  5.10761672e-03 
 2.14350000e+01  1.64424018e+00  4.43838237e+00  2.99918500e+02  5.10761239e-03 
 2.14450000e+01  1.64667918e+00  4.43838238e+00  2.99569500e+02  5.10761652e-03 
 2.14550000e+01  1.64911987e+00  4.43838237e+00  2.99220500e+02  5.10761219e-03 
 2.14650000e+01  1.65156111e+00  4.43838238e+00  2.98871500e+02  5.10761632e-03 
 2.14750000e+01  1.65400362e+00  4.43838238e+00  2.98522500e+02  5.10761202e-03 
 2.14850000e+01  1.65644626e+00  4.43838239e+00  2.98173500e+02  5.10761613e-03 
 2.14950000e+01  1.65888975e+00  4.43838238e+00  2.97824500e+02  5.10761185e-03 
 2.15050000e+01  1.66133295e+00  4.43838239e+00  2.97475500e+02  5.10761595e-03 
 2.15150000e+01  1.66377656e+00  4.43838238e+00  2.97126500e+02  5.10761168e-03 
 2.15250000e+01  1.66621944e+00  4.43838239e+00  2.96777500e+02  5.10761578e-03 
 2.15350000e+01  1.66866231e+00  4.43838238e+00  2.96428500e+02  5.10761154e-03 
 2.15450000e+01  1.67110401e+00  4.43838239e+00  2.96079500e+02  5.10761562e-03 
 2.15550000e+01  1.67354525e+00  4.43838238e+00  2.95730500e+02  5.10761140e-03 
 2.15650000e+01  1.67598490e+00  4.43838239e+00  2.95381500e+02  5.10761546e-03 
 2.15750000e+01  1.67842365e+00  4.43838238e+00  2.95032500e+02  5.10761127e-03 
 2.15850000e+01  1.68086037e+00  4.43838239e+00  2.94683500e+02  5.10761534e-03 
 2.15950000e+01  1.68329574e+00  4.43838239e+00  2.94334500e+02  5.10761115e-03 
 2.16050000e+01  1.68572863e+00  4.43838239e+00  2.93985500e+02  5.10761520e-03 
 2.16150000e+01  1.68815973e+00  4.43838239e+00  2.93636500e+02  5.10761104e-03 
 2.16250000e+01  1.69058792e+00  4.43838240e+00  2.93287500e+02  5.10761509e-03 
 2.16350000e+01  1.69301387e+00  4.43838239e+00  2.92938500e+02  5.10761095e-03 
 2.16450000e+01  1.69543645e+00  4.43838240e+00  2.92589500e+02  5.10761498e-03 
 2.16550000e+01  1.69785636e+00  4.43838239e+00  2.92240500e+02  5.10761086e-03 
 2.16650000e+01  1.70027246e+00  4.43838240e+00  2.91891500e+02  5.10761489e-03 
 2.16750000e+01  1.70268543e+00  4.43838239e+00  2.91542500e+02  5.10761078e-03 
 2.16850000e+01  1.70509415e+00  4.43838240e+00  2.91193500e+02  5.10761481e-03 
 2.16950000e+01  1.70749930e+00  4.43838239e+00  2.90844500e+02  5.10761073e-03 
 2.17050000e+01  1.70989976e+00  4.43838240e+00  2.90495500e+02  5.10761474e-03 
 2.17150000e+01  1.71229621e+00  4.43838239e+00  2.90146500e+02  5.10761068e-03 
 2.17250000e+01  1.71468752e+00  4.43838240e+00  2.89797500e+02  5.10761469e-03 
 2.17350000e+01  1.71707437e+00  4.43838239e+00  2.89448500e+02  5.10761064e-03 
 2.17450000e+01  1.71945566e+00  4.43838240e+00  2.89099500e+02  5.10761464e-03 
 2.17550000e+01  1.72183206e+00  4.43838239e+00  2.88750500e+02  5.10761061e-03 
 2.17650000e+01  1.72420245e+00  4.43838240e+00  2.88401500e+02  5.10761460e-03 
 2.17750000e+01  1.72656751e+00  4.43838239e+00  2.88052500e+02  5.10761061e-03 
 2.17850000e+01  1.72892614e+00  4.43838240e+00  2.87703500e+02  5.10761459e-03 
 2.17950000e+01  1.73127901e+00  4.43838239e+00  2.87354500e+02  5.10761060e-03 
 2.18050000e+01  1.73362503e+00  4.43838240e+00  2.87005500e+02  5.10761458e-03 
 2.18150000e+01  1.73596486e+00  4.43838239e+00  2.86656500e+02  5.10761061e-03 
 2.18250000e+01  1.73829741e+00  4.43838240e+00  2.86307500e+02  5.10761459e-03 
 2.18350000e+01  1.74062336e+00  4.43838239e+00  2.85958500e+02  5.10761064e-03 
 2.18450000e+01  1.74294161e+00  4.43838240e+00  2.85609500e+02  5.10761461e-03 
 2.18550000e+01  1.74525285e+00  4.43838239e+00  2.85260500e+02  5.10761069e-03 
 2.18650000e+01  1.74755599e+00  4.43838240e+00  2.84911500e+02  5.10761465e-03 
 2.18750000e+01  1.74985170e+00  4.43838239e+00  2.84562500e+02  5.10761074e-03 
 2.18850000e+01  1.75213891e+00  4.43838240e+00  2.84213500e+02  5.10761468e-03 
 2.18950000e+01  1.75441830e+00  4.43838239e+00  2.83864500e+02  5.10761080e-03 
 2.19050000e+01  1.75668879e+00  4.43838240e+00  2.83515500e+02  5.10761474e-03 
 2.19150000e+01  1.75895107e+00  4.43838239e+00  2.83166500e+02  5.10761088e-03 
 2.19162500e+01  1.75922879e+00  4.43838239e+00  2.83122875e+02  5.10761315e-03 
 2.19187500e+01  1.75979288e+00  4.43838240e+00  2.83035625e+02  5.10761238e-03 
 2.19193750e+01  1.75993611e+00  4.43837952e+00  2.83013812e+02  5.08743543e-03 
 2.19206250e+01  1.76021351e+00  4.43838680e+00  2.82970187e+02  5.10666062e-03 
 2.19209375e+01  1.76028657e+00  4.43838085e+00  2.82959281e+02  5.09348835e-03 
 2.19215625e+01  1.76042498e+00  4.43838594e+00  2.82937469e+02  5.10667741e-03 
 2.19217188e+01  1.76084032e+00  4.43819482e+00  2.82932016e+02  5.12051710e-03 
 2.19217236e+01  1.76109174e+00  4.43807671e+00  2.82931845e+02  5.12128648e-03 
 2.19217334e+01  1.76197907e+00  4.43772047e+00  2.82931504e+02  5.12433473e-03 
 2.19217358e+01  1.76245645e+00  4.43752098e+00  2.82931419e+02  5.12585937e-03 
 2.19217407e+01  1.76392824e+00  4.43688629e+00  2.82931249e+02  5.13004581e-03 
 2.19217419e+01  1.76453871e+00  4.43661810e+00  2.82931206e+02  5.13160703e-03 
 2.19217444e+01  1.76604641e+00  4.43595262e+00  2.82931121e+02  5.13529483e-03 
 2.19217493e+01  1.77251526e+00  4.43297857e+00  2.82930951e+02  5.14839760e-03 
 2.19217505e+01  1.77551186e+00  4.43158400e+00  2.82930908e+02  5.15388383e-03 
 2.19217529e+01  1.78350054e+00  4.42775751e+00  2.82930823e+02  5.16759502e-03 
 2.19217578e+01  1.82406466e+00  4.40714439e+00  2.82930652e+02  5.22789838e-03 
 2.19217590e+01  1.84476290e+00  4.39570026e+00  2.82930610e+02  5.25696548e-03 
 2.19217615e+01  1.90070939e+00  4.36009046e+00  2.82930525e+02  5.33500768e-03 
 2.19217664e+01  2.22362197e+00  3.96635885e+00  2.82930354e+02  5.65694370e-03 
 2.19217761e+01  4.39783820e+00  1.80852391e+00  2.82930013e+02  6.93908355e-03 
 2.19217825e+01  4.86821593e+00  1.54435655e+00  2.82929789e+02  8.09125080e-03 
 2.19217886e+01  4.63660363e+00  1.55333799e+00  2.82929579e+02  9.29127311e-03 
 2.19217940e+01  4.79695781e+00  1.53954049e+00  2.82929389e+02  1.04914933e-02 
 2.19218049e+01  4.67869844e+00  1.55338347e+00  2.82929009e+02  1.32533275e-02 
 2.19218232e+01  4.78061315e+00  1.53989917e+00  2.82928369e+02  1.90854781e-02 
 2.19218533e+01  4.68720233e+00  1.55307987e+00  2.82927321e+02  3.21073428e-02 
 2.19219133e+01  4.77620008e+00  1.54008539e+00  2.82925224e+02  7.00727500e-02 
 2.19220335e+01  4.68937002e+00  1.55298450e+00  2.82921031e+02  1.77533349e-01 
 2.19222738e+01  4.77526779e+00  1.54013482e+00  2.82912645e+02  4.37027906e-01 
 2.19227544e+01  4.69008465e+00  1.55296004e+00  2.82895872e+02  9.96267810e-01 
 2.19237156e+01  4.77541917e+00  1.54014697e+00  2.82862327e+02  2.14730439e+00 
 2.19256380e+01  4.69102576e+00  1.55295313e+00  2.82795235e+02  4.39625299e+00 
 2.19294827e+01  4.77697251e+00  1.53628414e+00  2.82661053e+02  4.97760092e+00 
 2.19357738e+01  4.69390342e+00  1.52274419e+00  2.82441493e+02  4.97234305e+00 
 2.19433886e+01  4.78084636e+00  1.53448225e+00  2.82175737e+02  4.97545719e+00 
 2.19533886e+01  4.69884004e+00  1.52411998e+00  2.81826737e+02  4.97567813e+00 
 2.19633886e+01  4.78638773e+00  1.53330157e+00  2.81477737e+02  4.97546691e+00 
 2.19733886e+01  4.70440795e+00  1.52518921e+00  2.81128737e+02  4.97565833e+00 
 2.19833886e+01  4.79187999e+00  1.53223599e+00  2.80779737e+02  4.97547284e+00 
 2.19933886e+01  4.70992647e+00  1.52617080e+00  2.80430737e+02  4.97564398e+00 
 2.20033886e+01  4.79732140e+00  1.53127866e+00  2.80081737e+02  4.97548098e+00 
 2.20133886e+01  4.71539381e+00  1.52703531e+00  2.79732737e+02  4.97562752e+00 
 2.20233886e+01  4.80273139e+00  1.53070977e+00  2.79383737e+02  4.97553591e+00 
 2.20333886e+01  4.72080776e+00  1.52740551e+00  2.79034737e+02  4.97558236e+00 
 2.20433886e+01  4.80806645e+00  1.53013387e+00  2.78685737e+02  4.97551188e+00 
 2.20533886e+01  4.72616729e+00  1.52798974e+00  2.78336737e+02  4.97559039e+00 
 2.20633886e+01  4.81334590e+00  1.52962747e+00  2.77987737e+02  4.97552385e+00 
 2.20733886e+01  4.73147048e+00  1.52843635e+00  2.77638737e+02  4.97557849e+00 
 2.20833886e+01  4.81856822e+00  1.52915493e+00  2.77289737e+02  4.97552267e+00 
 2.20933886e+01  4.73671584e+00  1.52888184e+00  2.76940737e+02  4.97557509e+00 
 2.21033886e+01  4.82373195e+00  1.52872390e+00  2.76591737e+02  4.97552639e+00 
 2.21133886e+01  4.74190185e+00  1.52927831e+00  2.76242737e+02  4.97556923e+00 
 2.21233886e+01  4.82883568e+00  1.52832804e+00  2.75893737e+02  4.97552828e+00 
 2.21333886e+01  4.74702714e+00  1.52964542e+00  2.75544737e+02  4.97556472e+00 
 2.21433886e+01  4.83387806e+00  1.52796597e+00  2.75195737e+02  4.97553060e+00 
 2.21533886e+01  4.75209033e+00  1.52998012e+00  2.74846737e+02  4.97556029e+00 
 2.21633886e+01  4.83885784e+00  1.52763492e+00  2.74497737e+02  4.97553264e+00 
 2.21733886e+01  4.75709017e+00  1.53028627e+00  2.74148737e+02  4.97555630e+00 
 2.21833886e+01  4.84377378e+00  1.52733269e+00  2.73799737e+02  4.97553461e+00 
 2.21933886e+01  4.76202543e+00  1.53056561e+00  2.73450737e+02  4.97555262e+00 
 2.22033886e+01  4.84862476e+00  1.52705705e+00  2.73101737e+02  4.97553645e+00 
 2.22133886e+01  4.76689499e+00  1.53082030e+00  2.72752737e+02  4.97554926e+00 
 2.22233886e+01  4.85340970e+00  1.52680595e+00  2.72403737e+02  4.97553818e+00 
 2.22333886e+01  4.77169778e+00  1.53105225e+00  2.72054737e+02  4.97554618e+00 
 2.22433886e+01  4.85812758e+00  1.52657741e+00  2.71705737e+02  4.97553980e+00 
 2.22533886e+01  4.77643279e+00  1.53126329e+00  2.71356737e+02  4.97554338e+00 
 2.22633886e+01  4.86277748e+00  1.52636959e+00  2.71007737e+02  4.97554130e+00 
 2.22733886e+01  4.78109911e+00  1.53145515e+00  2.70658737e+02  4.97554082e+00 
 2.22833886e+01  4.86735853e+00  1.52618079e+00  2.70309737e+02  4.97554271e+00 
 2.22933886e+01  4.78569588e+00  1.53162941e+00  2.69960737e+02  4.97553850e+00 
 2.23033886e+01  4.87186992e+00  1.52600937e+00  2.69611737e+02  4.97554401e+00 
 2.23133886e+01  4.79022232e+00  1.53178759e+00  2.69262737e+02  4.97553639e+00 
 2.23233886e+01  4.87631095e+00  1.52585384e+00  2.68913737e+02  4.97554521e+00 
 2.23333886e+01  4.79467772e+00  1.53193107e+00  2.68564737e+02  4.97553448e+00 
 2.23433886e+01  4.88068094e+00  1.52571282e+00  2.68215737e+02  4.97554632e+00 
 2.23533886e+01  4.79906145e+00  1.53206113e+00  2.67866737e+02  4.97553274e+00 
 2.23633886e+01  4.88497932e+00  1.52558502e+00  2.67517737e+02  4.97554735e+00 
 2.23733886e+01  4.80337295e+00  1.53217897e+00  2.67168737e+02  4.97553117e+00 
 2.23833886e+01  4.88920557e+00  1.52546924e+00  2.66819737e+02  4.97554829e+00 
 2.23933886e+01  4.80761171e+00  1.53228570e+00  2.66470737e+02  4.97552975e+00 
 2.24033886e+01  4.89335925e+00  1.52536440e+00  2.66121737e+02  4.97554915e+00 
 2.24133886e+01  4.81177733e+00  1.53238230e+00  2.65772737e+02  4.97552847e+00 
 2.24233886e+01  4.89743997e+00  1.52526950e+00  2.65423737e+02  4.97554995e+00 
 2.24333886e+01  4.81586944e+00  1.53246973e+00  2.65074737e+02  4.97552731e+00 
 2.24433886e+01  4.90144744e+00  1.52518361e+00  2.64725737e+02  4.97555067e+00 
 2.24533886e+01  4.81988777e+00  1.53254882e+00  2.64376737e+02  4.97552626e+00 
 2.24633886e+01  4.90538142e+00  1.52510590e+00  2.64027737e+02  4.97555133e+00 
 2.24733886e+01  4.82383210e+00  1.53262036e+00  2.63678737e+02  4.97552531e+00 
 2.24833886e+01  4.90924172e+00  1.52503559e+00  2.63329737e+02  4.97555194e+00 
 2.24933886e+01  4.82770228e+00  1.53268505e+00  2.62980737e+02  4.97552446e+00 
 2.25033886e+01  4.91302824e+00  1.52497200e+00  2.62631737e+02  4.97555249e+00 
 2.25133886e+01  4.83149823e+00  1.53274354e+00  2.62282737e+02  4.97552369e+00 
 2.25233886e+01  4.91674093e+00  1.52491448e+00  2.61933737e+02  4.97555299e+00 
 2.25333886e+01  4.83521994e+00  1.53279642e+00  2.61584737e+02  4.97552300e+00 
 2.25433886e+01  4.92037982e+00  1.52486246e+00  2.61235737e+02  4.97555344e+00 
 2.25533886e+01  4.83886744e+00  1.53284423e+00  2.60886737e+02  4.97552237e+00 
 2.25633886e+01  4.92394499e+00  1.52481540e+00  2.60537737e+02  4.97555386e+00 
 2.25733886e+01  4.84244085e+00  1.53288744e+00  2.60188737e+02  4.97552180e+00 
 2.25833886e+01  4.92743657e+00  1.52477283e+00  2.59839737e+02  4.97555423e+00 
 2.25933886e+01  4.84594034e+00  1.53292652e+00  2.59490737e+02  4.97552129e+00 
 2.26033886e+01  4.93085476e+00  1.52473431e+00  2.59141737e+02  4.97555457e+00 
 2.26133886e+01  4.84936613e+00  1.53296185e+00  2.58792737e+02  4.97552084e+00 
 2.26233886e+01  4.93419983e+00  1.52469947e+00  2.58443737e+02  4.97555488e+00 
 2.26333886e+01  4.85271850e+00  1.53299380e+00  2.58094737e+02  4.97552042e+00 
 2.26433886e+01  4.93747207e+00  1.52466793e+00  2.57745737e+02  4.97555516e+00 
 2.26533886e+01  4.85599780e+00  1.53302270e+00  2.57396737e+02  4.97552005e+00 
 2.26633886e+01  4.94067185e+00  1.52463937e+00  2.57047737e+02  4.97555541e+00 
 2.26733886e+01  4.85920440e+00  1.53304884e+00  2.56698737e+02  4.97551971e+00 
 2.26833886e+01  4.94379959e+00  1.52461352e+00  2.56349737e+02  4.97555564e+00 
 2.26933886e+01  4.86233876e+00  1.53307251e+00  2.56000737e+02  4.97551941e+00 
 2.27033886e+01  4.94685576e+00  1.52459009e+00  2.55651737e+02  4.97555585e+00 
 2.27133886e+01  4.86540135e+00  1.53309393e+00  2.55302737e+02  4.97551914e+00 
 2.27233886e+01  4.94984085e+00  1.52456886e+00  2.54953737e+02  4.97555604e+00 
 2.27333886e+01  4.86839273e+00  1.53311333e+00  2.54604737e+02  4.97551889e+00 
 2.27433886e+01  4.95275544e+00  1.52454961e+00  2.54255737e+02  4.97555621e+00 
 2.27533886e+01  4.87131346e+00  1.53313091e+00  2.53906737e+02  4.97551867e+00 
 2.27633886e+01  4.95560011e+00  1.52453214e+00  2.53557737e+02  4.97555636e+00 
 2.27733886e+01  4.87416419e+00  1.53314684e+00  2.53208737e+02  4.97551847e+00 
 2.27833886e+01  4.95837552e+00  1.52451629e+00  2.52859737e+02  4.97555650e+00 
 2.27933886e+01  4.87694556e+00  1.53316130e+00  2.52510737e+02  4.97551829e+00 
 2.28033886e+01  4.96108234e+00  1.52450189e+00  2.52161737e+02  4.97555663e+00 
 2.28133886e+01  4.87965828e+00  1.53317443e+00  2.51812737e+02  4.97551813e+00 
 2.28233886e+01  4.96372129e+00  1.52448879e+00  2.51463737e+02  4.97555674e+00 
 2.28333886e+01  4.88230310e+00  1.53318635e+00  2.51114737e+02  4.97551799e+00 
 2.28433886e+01  4.96629313e+00  1.52447688e+00  2.50765737e+02  4.97555684e+00 
 2.28533886e+01  4.88488080e+00  1.53319719e+00  2.50416737e+02  4.97551786e+00 
 2.28633886e+01  4.96879864e+00  1.52446603e+00  2.50067737e+02  4.97555694e+00 
 2.28733886e+01  4.88739217e+00  1.53320706e+00  2.49718737e+02  4.97551774e+00 
 2.28833886e+01  4.97123864e+00  1.52445614e+00  2.49369737e+02  4.97555702e+00 
 2.28933886e+01  4.88983805e+00  1.53321605e+00  2.49020737e+02  4.97551763e+00 
 2.29033886e+01  4.97361398e+00  1.52444712e+00  2.48671737e+02  4.97555709e+00 
 2.29133886e+01  4.89221933e+00  1.53322425e+00  2.48322737e+02  4.97551754e+00 
 2.29233886e+01  4.97592554e+00  1.52443887e+00  2.47973737e+02  4.97555716e+00 
 2.29333886e+01  4.89453687e+00  1.53323173e+00  2.47624737e+02  4.97551745e+00 
 2.29433886e+01  4.97817420e+00  1.52443133e+00  2.47275737e+02  4.97555722e+00 
 2.29533886e+01  4.89679161e+00  1.53323858e+00  2.46926737e+02  4.97551737e+00 
 2.29633886e+01  4.98036090e+00  1.52442442e+00  2.46577737e+02  4.97555728e+00 
 2.29733886e+01  4.89898449e+00  1.53324485e+00  2.46228737e+02  4.97551730e+00 
 2.29833886e+01  4.98248657e+00  1.52441808e+00  2.45879737e+02  4.97555733e+00 
 2.29933886e+01  4.90111645e+00  1.53325060e+00  2.45530737e+02  4.97551724e+00 
 2.30033886e+01  4.98455219e+00  1.52441225e+00  2.45181737e+02  4.97555738e+00 
 2.30133886e+01  4.90318848e+00  1.53325588e+00  2.44832737e+02  4.97551718e+00 
 2.30233886e+01  4.98655873e+00  1.52440689e+00  2.44483737e+02  4.97555742e+00 
 2.30333886e+01  4.90520158e+00  1.53326074e+00  2.44134737e+02  4.97551713e+00 
 2.30433886e+01  4.98850718e+00  1.52440195e+00  2.43785737e+02  4.97555745e+00 
 2.30533886e+01  4.90715676e+00  1.53326522e+00  2.43436737e+02  4.97551709e+00 
 2.30633886e+01  4.99039856e+00  1.52439739e+00  2.43087737e+02  4.97555749e+00 
