 time            V("/vd1")       V("/vd2")       V("/vcont")     V("/vload")    
 6.20280000e+00  4.98754944e+00  1.00848155e+00  2.17477720e+02 -2.43719456e-09 
 6.21280000e+00  4.98738225e+00  1.00857406e+00  2.17826720e+02 -2.49293607e-09 
 6.22280000e+00  4.98721192e+00  1.00866982e+00  2.18175720e+02 -2.53075012e-09 
 6.23280000e+00  4.98703851e+00  1.00876818e+00  2.18524720e+02 -2.58786739e-09 
 6.24280000e+00  4.98686190e+00  1.00887000e+00  2.18873720e+02 -2.62634662e-09 
 6.25280000e+00  4.98668216e+00  1.00897464e+00  2.19222720e+02 -2.68469321e-09 
 6.26280000e+00  4.98649914e+00  1.00908298e+00  2.19571720e+02 -2.72376086e-09 
 6.27280000e+00  4.98631293e+00  1.00919438e+00  2.19920720e+02 -2.78361103e-09 
 6.28280000e+00  4.98612338e+00  1.00930974e+00  2.20269720e+02 -2.82305954e-09 
 6.29280000e+00  4.98593058e+00  1.00942841e+00  2.20618720e+02 -2.88423872e-09 
 6.30280000e+00  4.98573439e+00  1.00955134e+00  2.20967720e+02 -2.92417573e-09 
 6.31280000e+00  4.98553488e+00  1.00967787e+00  2.21316720e+02 -2.98668986e-09 
 6.32280000e+00  4.98533192e+00  1.00980896e+00  2.21665720e+02 -3.02703633e-09 
 6.33280000e+00  4.98512559e+00  1.00994398e+00  2.22014720e+02 -3.09080011e-09 
 6.34280000e+00  4.98491576e+00  1.01008390e+00  2.22363720e+02 -3.13151557e-09 
 6.35280000e+00  4.98470250e+00  1.01022811e+00  2.22712720e+02 -3.19655384e-09 
 6.36280000e+00  4.98448569e+00  1.01037761e+00  2.23061720e+02 -3.23759837e-09 
 6.37280000e+00  4.98426540e+00  1.01053179e+00  2.23410720e+02 -3.30378519e-09 
 6.38280000e+00  4.98404151e+00  1.01069169e+00  2.23759720e+02 -3.34509220e-09 
 6.39280000e+00  4.98381409e+00  1.01085670e+00  2.24108720e+02 -3.41256505e-09 
 6.40280000e+00  4.98358304e+00  1.01102790e+00  2.24457720e+02 -3.45390440e-09 
 6.41280000e+00  4.98334840e+00  1.01120471e+00  2.24806720e+02 -3.52270250e-09 
 6.42280000e+00  4.98311009e+00  1.01138825e+00  2.25155720e+02 -3.56390779e-09 
 6.43280000e+00  4.98286817e+00  1.01157794e+00  2.25504720e+02 -3.63403379e-09 
 6.44280000e+00  4.98262252e+00  1.01177495e+00  2.25853720e+02 -3.67520514e-09 
 6.45280000e+00  4.98237323e+00  1.01197873e+00  2.26202720e+02 -3.74622577e-09 
 6.46280000e+00  4.98212018e+00  1.01219051e+00  2.26551720e+02 -3.78761856e-09 
 6.47280000e+00  4.98186346e+00  1.01240975e+00  2.26900720e+02 -3.85949486e-09 
 6.48280000e+00  4.98160295e+00  1.01263774e+00  2.27249720e+02 -3.90073363e-09 
 6.49280000e+00  4.98133873e+00  1.01287399e+00  2.27598720e+02 -3.97360665e-09 
 6.50280000e+00  4.98107072e+00  1.01311985e+00  2.27947720e+02 -4.01454797e-09 
 6.51280000e+00  4.98079896e+00  1.01337485e+00  2.28296720e+02 -4.08853244e-09 
 6.52280000e+00  4.98052339e+00  1.01364045e+00  2.28645720e+02 -4.12896692e-09 
 6.53280000e+00  4.98024407e+00  1.01391621e+00  2.28994720e+02 -4.20382002e-09 
 6.54280000e+00  4.97996090e+00  1.01420369e+00  2.29343720e+02 -4.24386560e-09 
 6.55280000e+00  4.97967398e+00  1.01450251e+00  2.29692720e+02 -4.31957376e-09 
 6.56280000e+00  4.97938322e+00  1.01481432e+00  2.30041720e+02 -4.35886875e-09 
 6.57280000e+00  4.97908868e+00  1.01513884e+00  2.30390720e+02 -4.43559359e-09 
 6.58280000e+00  4.97879030e+00  1.01547784e+00  2.30739720e+02 -4.47408643e-09 
 6.59280000e+00  4.97848815e+00  1.01583111e+00  2.31088720e+02 -4.55153065e-09 
 6.60280000e+00  4.97818215e+00  1.01620059e+00  2.31437720e+02 -4.58916330e-09 
 6.61280000e+00  4.97787239e+00  1.01658617e+00  2.31786720e+02 -4.66738088e-09 
 6.62280000e+00  4.97755879e+00  1.01698998e+00  2.32135720e+02 -4.70408187e-09 
 6.63280000e+00  4.97724144e+00  1.01741204e+00  2.32484720e+02 -4.78275852e-09 
 6.64280000e+00  4.97692026e+00  1.01785471e+00  2.32833720e+02 -4.81857669e-09 
 6.65280000e+00  4.97659536e+00  1.01831818e+00  2.33182720e+02 -4.89751204e-09 
 6.66280000e+00  4.97626665e+00  1.01880506e+00  2.33531720e+02 -4.93249995e-09 
 6.67280000e+00  4.97593423e+00  1.01931577e+00  2.33880720e+02 -5.01157704e-09 
 6.68280000e+00  4.97559803e+00  1.01985327e+00  2.34229720e+02 -5.04553815e-09 
 6.69280000e+00  4.97525816e+00  1.02041824e+00  2.34578720e+02 -5.12472911e-09 
 6.70280000e+00  4.97491456e+00  1.02101405e+00  2.34927720e+02 -5.15737932e-09 
 6.71280000e+00  4.97456731e+00  1.02164174e+00  2.35276720e+02 -5.23681343e-09 
 6.72280000e+00  4.97421636e+00  1.02230522e+00  2.35625720e+02 -5.26797190e-09 
 6.73280000e+00  4.97386182e+00  1.02300597e+00  2.35974720e+02 -5.34747172e-09 
 6.74280000e+00  4.97350363e+00  1.02374860e+00  2.36323720e+02 -5.37709360e-09 
 6.75280000e+00  4.97314190e+00  1.02453519e+00  2.36672720e+02 -5.45649443e-09 
 6.76280000e+00  4.97277659e+00  1.02537123e+00  2.37021720e+02 -5.48445493e-09 
 6.77280000e+00  4.97240779e+00  1.02625965e+00  2.37370720e+02 -5.56367722e-09 
 6.78280000e+00  4.97203547e+00  1.02720707e+00  2.37719720e+02 -5.58988090e-09 
 6.79280000e+00  4.97165973e+00  1.02821758e+00  2.38068720e+02 -5.66868497e-09 
 6.80280000e+00  4.97128055e+00  1.02929937e+00  2.38417720e+02 -5.69306180e-09 
 6.81280000e+00  4.97089803e+00  1.03045810e+00  2.38766720e+02 -5.77138187e-09 
 6.82280000e+00  4.97051216e+00  1.03170415e+00  2.39115720e+02 -5.79360660e-09 
 6.83280000e+00  4.97012303e+00  1.03304546e+00  2.39464720e+02 -5.87143778e-09 
 6.84280000e+00  4.96973064e+00  1.03449548e+00  2.39813720e+02 -5.89130137e-09 
 6.85280000e+00  4.96933509e+00  1.03606551e+00  2.40162720e+02 -5.96839076e-09 
 6.86280000e+00  4.96893639e+00  1.03777354e+00  2.40511720e+02 -5.98579444e-09 
 6.87280000e+00  4.96853465e+00  1.03963598e+00  2.40860720e+02 -6.06194810e-09 
 6.88280000e+00  4.96812988e+00  1.04167772e+00  2.41209720e+02 -6.07637787e-09 
 6.89280000e+00  4.96772221e+00  1.04392327e+00  2.41558720e+02 -6.15151948e-09 
 6.90280000e+00  4.96731165e+00  1.04640860e+00  2.41907720e+02 -6.16268226e-09 
 6.91280000e+00  4.96689834e+00  1.04917180e+00  2.42256720e+02 -6.23613944e-09 
 6.92280000e+00  4.96648232e+00  1.05226763e+00  2.42605720e+02 -6.24372881e-09 
 6.93280000e+00  4.96606375e+00  1.05575848e+00  2.42954720e+02 -6.31476895e-09 
 6.94280000e+00  4.96564270e+00  1.05973375e+00  2.43303720e+02 -6.31769435e-09 
 6.95280000e+00  4.96521937e+00  1.06430340e+00  2.43652720e+02 -6.38517650e-09 
 6.96280000e+00  4.96479390e+00  1.06962813e+00  2.44001720e+02 -6.38165434e-09 
 6.97280000e+00  4.96436656e+00  1.07592409e+00  2.44350720e+02 -6.44290650e-09 
 6.98280000e+00  4.96393765e+00  1.08352426e+00  2.44699720e+02 -6.42843805e-09 
 6.99280000e+00  4.96350767e+00  1.09293489e+00  2.45048720e+02 -6.47640979e-09 
 7.00280000e+00  4.96307735e+00  1.10503243e+00  2.45397720e+02 -6.43769772e-09 
 7.01280000e+00  4.96264814e+00  1.12145935e+00  2.45746720e+02 -6.44428110e-09 
 7.02280000e+00  4.96222881e+00  1.15457052e+00  2.46095720e+02 -6.13805180e-09 
 7.03280000e+00  4.96183269e+00  1.21743661e+00  2.46444720e+02 -5.74240343e-09 
 7.04280000e+00  4.96144019e+00  1.28560511e+00  2.46793720e+02 -6.02175682e-09 
 7.05280000e+00  4.96104378e+00  1.35458772e+00  2.47142720e+02 -5.86580010e-09 
 7.06280000e+00  4.96064531e+00  1.42395576e+00  2.47491720e+02 -6.07985121e-09 
 7.07280000e+00  4.96024410e+00  1.49360621e+00  2.47840720e+02 -5.95296171e-09 
 7.08280000e+00  4.95984091e+00  1.56361225e+00  2.48189720e+02 -6.13619416e-09 
 7.09280000e+00  4.95943515e+00  1.63387499e+00  2.48538720e+02 -6.03485155e-09 
 7.10280000e+00  4.95902745e+00  1.70446584e+00  2.48887720e+02 -6.19121115e-09 
 7.11280000e+00  4.95861733e+00  1.77528642e+00  2.49236720e+02 -6.11177127e-09 
 7.12280000e+00  4.95820535e+00  1.84640632e+00  2.49585720e+02 -6.24424704e-09 
 7.13280000e+00  4.95779111e+00  1.91772769e+00  2.49934720e+02 -6.18392725e-09 
 7.14280000e+00  4.95737508e+00  1.98931821e+00  2.50283720e+02 -6.29510322e-09 
 7.15280000e+00  4.95695693e+00  2.06108057e+00  2.50632720e+02 -6.25137146e-09 
 7.16280000e+00  4.95527493e+00  2.13484851e+00  2.50981720e+02 -4.43714652e-08 
 7.16405000e+00  4.95165327e+00  2.14861682e+00  2.51025345e+02 -4.28359479e-07 
 7.16655000e+00  4.92170833e+00  2.20619086e+00  2.51112595e+02 -3.12790015e-06 
 7.17155000e+00  1.84215295e+00  4.96070888e+00  2.51287095e+02  4.97779490e+00 
 7.18155000e+00  1.06536361e+00  4.96017911e+00  2.51636095e+02  4.97986897e+00 
 7.19155000e+00  1.79173334e+00  4.96065715e+00  2.51985095e+02  4.97634869e+00 
 7.20155000e+00  1.10836301e+00  4.96019199e+00  2.52334095e+02  4.97976869e+00 
 7.21155000e+00  1.74738991e+00  4.96060994e+00  2.52683095e+02  4.97743727e+00 
 7.22155000e+00  1.14847815e+00  4.96020299e+00  2.53032095e+02  4.97908879e+00 
 7.23155000e+00  1.70836084e+00  4.96056599e+00  2.53381095e+02  4.97732851e+00 
 7.24155000e+00  1.18359582e+00  4.96021059e+00  2.53730095e+02  4.97898136e+00 
 7.25155000e+00  1.67405350e+00  4.96052534e+00  2.54079095e+02  4.97737030e+00 
 7.26155000e+00  1.21428229e+00  4.96021505e+00  2.54428095e+02  4.97888395e+00 
 7.27155000e+00  1.64380989e+00  4.96048728e+00  2.54777095e+02  4.97697442e+00 
 7.28155000e+00  1.24108822e+00  4.96021660e+00  2.55126095e+02  4.97930577e+00 
 7.29155000e+00  1.61725677e+00  4.96045202e+00  2.55475095e+02  4.97711813e+00 
 7.30155000e+00  1.26452018e+00  4.96021600e+00  2.55824095e+02  4.97910021e+00 
 7.31155000e+00  1.59396616e+00  4.96041919e+00  2.56173095e+02  4.97756353e+00 
 7.32155000e+00  1.28494291e+00  4.96021330e+00  2.56522095e+02  4.97887744e+00 
 7.33155000e+00  1.57342128e+00  4.96038810e+00  2.56871095e+02  4.97758158e+00 
 7.34155000e+00  1.30274757e+00  4.96020878e+00  2.57220095e+02  4.97876533e+00 
 7.35155000e+00  1.55532730e+00  4.96035873e+00  2.57569095e+02  4.97761528e+00 
 7.36155000e+00  1.31825986e+00  4.96020268e+00  2.57918095e+02  4.97866880e+00 
 7.37155000e+00  1.53938195e+00  4.96033088e+00  2.58267095e+02  4.97764939e+00 
 7.38155000e+00  1.33176383e+00  4.96019522e+00  2.58616095e+02  4.97858742e+00 
 7.39155000e+00  1.52532002e+00  4.96030437e+00  2.58965095e+02  4.97768309e+00 
 7.40155000e+00  1.34350851e+00  4.96018658e+00  2.59314095e+02  4.97851870e+00 
 7.41155000e+00  1.51290912e+00  4.96027906e+00  2.59663095e+02  4.97771560e+00 
 7.42155000e+00  1.35371219e+00  4.96017691e+00  2.60012095e+02  4.97846063e+00 
 7.43155000e+00  1.50194566e+00  4.96025482e+00  2.60361095e+02  4.97774644e+00 
 7.44155000e+00  1.36256618e+00  4.96016637e+00  2.60710095e+02  4.97841149e+00 
 7.45155000e+00  1.49225130e+00  4.96023152e+00  2.61059095e+02  4.97777531e+00 
 7.46155000e+00  1.37023821e+00  4.96015508e+00  2.61408095e+02  4.97836988e+00 
 7.47155000e+00  1.48366979e+00  4.96020906e+00  2.61757095e+02  4.97780210e+00 
 7.48155000e+00  1.37687527e+00  4.96014316e+00  2.62106095e+02  4.97833461e+00 
 7.49155000e+00  1.47606424e+00  4.96018737e+00  2.62455095e+02  4.97782677e+00 
 7.50155000e+00  1.38260624e+00  4.96013069e+00  2.62804095e+02  4.97830471e+00 
 7.51155000e+00  1.46931478e+00  4.96016636e+00  2.63153095e+02  4.97784937e+00 
 7.52155000e+00  1.38754404e+00  4.96011778e+00  2.63502095e+02  4.97827933e+00 
 7.53155000e+00  1.46331635e+00  4.96014597e+00  2.63851095e+02  4.97786997e+00 
 7.54155000e+00  1.39178772e+00  4.96010449e+00  2.64200095e+02  4.97825781e+00 
 7.55155000e+00  1.45797697e+00  4.96012615e+00  2.64549095e+02  4.97788870e+00 
 7.56155000e+00  1.39542406e+00  4.96009090e+00  2.64898095e+02  4.97823956e+00 
 7.57155000e+00  1.45321605e+00  4.96010685e+00  2.65247095e+02  4.97790569e+00 
 7.58155000e+00  1.39852913e+00  4.96007707e+00  2.65596095e+02  4.97822410e+00 
 7.59155000e+00  1.44896300e+00  4.96008802e+00  2.65945095e+02  4.97792108e+00 
 7.60155000e+00  1.40116965e+00  4.96006305e+00  2.66294095e+02  4.97821102e+00 
 7.61155000e+00  1.44515599e+00  4.96006963e+00  2.66643095e+02  4.97793501e+00 
 7.62155000e+00  1.40340408e+00  4.96004888e+00  2.66992095e+02  4.97819999e+00 
 7.63155000e+00  1.44174087e+00  4.96005166e+00  2.67341095e+02  4.97794761e+00 
 7.64155000e+00  1.40528369e+00  4.96003461e+00  2.67690095e+02  4.97819070e+00 
 7.65155000e+00  1.43867020e+00  4.96003406e+00  2.68039095e+02  4.97795901e+00 
 7.66155000e+00  1.40685341e+00  4.96002028e+00  2.68388095e+02  4.97818291e+00 
 7.67155000e+00  1.43590244e+00  4.96001683e+00  2.68737095e+02  4.97796933e+00 
 7.68155000e+00  1.40815264e+00  4.96000592e+00  2.69086095e+02  4.97817641e+00 
 7.69155000e+00  1.43340121e+00  4.95999994e+00  2.69435095e+02  4.97797869e+00 
 7.70155000e+00  1.40921592e+00  4.95999156e+00  2.69784095e+02  4.97817102e+00 
 7.71155000e+00  1.43113464e+00  4.95998337e+00  2.70133095e+02  4.97798718e+00 
 7.72155000e+00  1.41007354e+00  4.95997723e+00  2.70482095e+02  4.97816658e+00 
 7.73155000e+00  1.42907480e+00  4.95996712e+00  2.70831095e+02  4.97799489e+00 
 7.74155000e+00  1.41075203e+00  4.95996294e+00  2.71180095e+02  4.97816297e+00 
 7.75155000e+00  1.42719725e+00  4.95995116e+00  2.71529095e+02  4.97800192e+00 
 7.76155000e+00  1.41127468e+00  4.95994873e+00  2.71878095e+02  4.97816007e+00 
 7.77155000e+00  1.42548058e+00  4.95993549e+00  2.72227095e+02  4.97800833e+00 
 7.78155000e+00  1.41166189e+00  4.95993461e+00  2.72576095e+02  4.97815778e+00 
 7.79155000e+00  1.42390602e+00  4.95992010e+00  2.72925095e+02  4.97801419e+00 
 7.80155000e+00  1.41193154e+00  4.95992058e+00  2.73274095e+02  4.97815602e+00 
 7.81155000e+00  1.42245714e+00  4.95990498e+00  2.73623095e+02  4.97801957e+00 
 7.82155000e+00  1.41209931e+00  4.95990668e+00  2.73972095e+02  4.97815472e+00 
 7.83155000e+00  1.42111955e+00  4.95989013e+00  2.74321095e+02  4.97802452e+00 
 7.84155000e+00  1.41217895e+00  4.95989291e+00  2.74670095e+02  4.97815380e+00 
 7.85155000e+00  1.41988063e+00  4.95987554e+00  2.75019095e+02  4.97802908e+00 
 7.86155000e+00  1.41218251e+00  4.95987928e+00  2.75368095e+02  4.97815323e+00 
 7.87155000e+00  1.41872934e+00  4.95986120e+00  2.75717095e+02  4.97803329e+00 
 7.88155000e+00  1.41212054e+00  4.95986580e+00  2.76066095e+02  4.97815295e+00 
 7.89155000e+00  1.41765598e+00  4.95984710e+00  2.76415095e+02  4.97803720e+00 
 7.90155000e+00  1.41200229e+00  4.95985248e+00  2.76764095e+02  4.97815291e+00 
 7.91155000e+00  1.41665207e+00  4.95983326e+00  2.77113095e+02  4.97804084e+00 
 7.92155000e+00  1.41183586e+00  4.95983932e+00  2.77462095e+02  4.97815309e+00 
 7.93155000e+00  1.41571017e+00  4.95981966e+00  2.77811095e+02  4.97804423e+00 
 7.94155000e+00  1.41162837e+00  4.95982635e+00  2.78160095e+02  4.97815345e+00 
 7.95155000e+00  1.41482374e+00  4.95980630e+00  2.78509095e+02  4.97804741e+00 
 7.96155000e+00  1.41138600e+00  4.95981355e+00  2.78858095e+02  4.97815397e+00 
 7.97155000e+00  1.41398708e+00  4.95979317e+00  2.79207095e+02  4.97805039e+00 
 7.98155000e+00  1.41111422e+00  4.95980093e+00  2.79556095e+02  4.97815462e+00 
 7.99155000e+00  1.41319516e+00  4.95978028e+00  2.79905095e+02  4.97805319e+00 
 8.00155000e+00  1.41081779e+00  4.95978850e+00  2.80254095e+02  4.97815538e+00 
 8.01155000e+00  1.41244356e+00  4.95976762e+00  2.80603095e+02  4.97805584e+00 
 8.02155000e+00  1.41050086e+00  4.95977626e+00  2.80952095e+02  4.97815623e+00 
 8.03155000e+00  1.41172842e+00  4.95975519e+00  2.81301095e+02  4.97805835e+00 
 8.04155000e+00  1.41016709e+00  4.95976422e+00  2.81650095e+02  4.97815717e+00 
 8.05155000e+00  1.41104634e+00  4.95974299e+00  2.81999095e+02  4.97806073e+00 
 8.06155000e+00  1.40981965e+00  4.95975237e+00  2.82348095e+02  4.97815816e+00 
 8.07155000e+00  1.41039432e+00  4.95973101e+00  2.82697095e+02  4.97806299e+00 
 8.08155000e+00  1.40946132e+00  4.95974072e+00  2.83046095e+02  4.97815921e+00 
 8.09155000e+00  1.40976973e+00  4.95971925e+00  2.83395095e+02  4.97806514e+00 
 8.10155000e+00  1.40909453e+00  4.95972926e+00  2.83744095e+02  4.97816031e+00 
 8.11155000e+00  1.40917025e+00  4.95970772e+00  2.84093095e+02  4.97806721e+00 
 8.12155000e+00  1.40872139e+00  4.95971801e+00  2.84442095e+02  4.97816143e+00 
 8.13155000e+00  1.40859385e+00  4.95969640e+00  2.84791095e+02  4.97806918e+00 
 8.14155000e+00  1.40834374e+00  4.95970695e+00  2.85140095e+02  4.97816258e+00 
 8.15155000e+00  1.40803871e+00  4.95968530e+00  2.85489095e+02  4.97807107e+00 
 8.16155000e+00  1.40796318e+00  4.95969610e+00  2.85838095e+02  4.97816375e+00 
 8.17155000e+00  1.40750325e+00  4.95967441e+00  2.86187095e+02  4.97807289e+00 
 8.18155000e+00  1.40758109e+00  4.95968544e+00  2.86536095e+02  4.97816494e+00 
 8.19155000e+00  1.40698606e+00  4.95966373e+00  2.86885095e+02  4.97807464e+00 
 8.20155000e+00  1.40719869e+00  4.95967498e+00  2.87234095e+02  4.97816613e+00 
 8.21155000e+00  1.40648588e+00  4.95965327e+00  2.87583095e+02  4.97807633e+00 
 8.22155000e+00  1.40681700e+00  4.95966472e+00  2.87932095e+02  4.97816733e+00 
 8.23155000e+00  1.40600161e+00  4.95964300e+00  2.88281095e+02  4.97807796e+00 
 8.24155000e+00  1.40643694e+00  4.95965465e+00  2.88630095e+02  4.97816852e+00 
 8.25155000e+00  1.40553226e+00  4.95963295e+00  2.88979095e+02  4.97807954e+00 
 8.26155000e+00  1.40605926e+00  4.95964478e+00  2.89328095e+02  4.97816972e+00 
 8.27155000e+00  1.40507695e+00  4.95962309e+00  2.89677095e+02  4.97808106e+00 
 8.28155000e+00  1.40568464e+00  4.95963510e+00  2.90026095e+02  4.97817090e+00 
 8.29155000e+00  1.40463490e+00  4.95961343e+00  2.90375095e+02  4.97808254e+00 
 8.30155000e+00  1.40531363e+00  4.95962562e+00  2.90724095e+02  4.97817208e+00 
 8.31155000e+00  1.40420540e+00  4.95960398e+00  2.91073095e+02  4.97808397e+00 
 8.32155000e+00  1.40494672e+00  4.95961632e+00  2.91422095e+02  4.97817325e+00 
 8.33155000e+00  1.40378781e+00  4.95959471e+00  2.91771095e+02  4.97808536e+00 
 8.34155000e+00  1.40458431e+00  4.95960721e+00  2.92120095e+02  4.97817441e+00 
 8.35155000e+00  1.40338158e+00  4.95958564e+00  2.92469095e+02  4.97808671e+00 
 8.36155000e+00  1.40422674e+00  4.95959829e+00  2.92818095e+02  4.97817555e+00 
 8.37155000e+00  1.40298619e+00  4.95957675e+00  2.93167095e+02  4.97808802e+00 
 8.38155000e+00  1.40387429e+00  4.95958956e+00  2.93516095e+02  4.97817668e+00 
 8.39155000e+00  1.40260116e+00  4.95956805e+00  2.93865095e+02  4.97808929e+00 
 8.40155000e+00  1.40352720e+00  4.95958100e+00  2.94214095e+02  4.97817779e+00 
 8.41155000e+00  1.40222607e+00  4.95955954e+00  2.94563095e+02  4.97809053e+00 
 8.42155000e+00  1.40318565e+00  4.95957262e+00  2.94912095e+02  4.97817889e+00 
 8.43155000e+00  1.40186054e+00  4.95955120e+00  2.95261095e+02  4.97809174e+00 
 8.44155000e+00  1.40284978e+00  4.95956442e+00  2.95610095e+02  4.97817997e+00 
 8.45155000e+00  1.40150421e+00  4.95954305e+00  2.95959095e+02  4.97809292e+00 
 8.46155000e+00  1.40251972e+00  4.95955639e+00  2.96308095e+02  4.97818103e+00 
 8.47155000e+00  1.40115675e+00  4.95953506e+00  2.96657095e+02  4.97809406e+00 
 8.48155000e+00  1.40219554e+00  4.95954854e+00  2.97006095e+02  4.97818207e+00 
 8.49155000e+00  1.40081786e+00  4.95952725e+00  2.97355095e+02  4.97809517e+00 
 8.50155000e+00  1.40187730e+00  4.95954085e+00  2.97704095e+02  4.97818309e+00 
 8.51155000e+00  1.40048726e+00  4.95951961e+00  2.98053095e+02  4.97809626e+00 
 8.52155000e+00  1.40156505e+00  4.95953333e+00  2.98402095e+02  4.97818410e+00 
 8.53155000e+00  1.40016468e+00  4.95951213e+00  2.98751095e+02  4.97809732e+00 
 8.54155000e+00  1.40125879e+00  4.95952597e+00  2.99100095e+02  4.97818508e+00 
 8.55155000e+00  1.39984989e+00  4.95950482e+00  2.99449095e+02  4.97809835e+00 
 8.56155000e+00  1.40095853e+00  4.95951878e+00  2.99798095e+02  4.97818605e+00 
 8.57155000e+00  1.39954264e+00  4.95949767e+00  3.00147095e+02  4.97809936e+00 
 8.58155000e+00  1.40066424e+00  4.95951174e+00  3.00496095e+02  4.97818700e+00 
 8.59155000e+00  1.39924273e+00  4.95949067e+00  3.00845095e+02  4.97810034e+00 
 8.60155000e+00  1.40037590e+00  4.95950485e+00  3.01194095e+02  4.97818793e+00 
 8.61155000e+00  1.39894995e+00  4.95948383e+00  3.01543095e+02  4.97810130e+00 
 8.62155000e+00  1.40009347e+00  4.95949812e+00  3.01892095e+02  4.97818884e+00 
 8.63155000e+00  1.39866411e+00  4.95947714e+00  3.02241095e+02  4.97810224e+00 
 8.64155000e+00  1.39981690e+00  4.95949154e+00  3.02590095e+02  4.97818973e+00 
 8.65155000e+00  1.39838501e+00  4.95947060e+00  3.02939095e+02  4.97810315e+00 
 8.66155000e+00  1.39954612e+00  4.95948511e+00  3.03288095e+02  4.97819060e+00 
 8.67155000e+00  1.39811249e+00  4.95946421e+00  3.03637095e+02  4.97810404e+00 
 8.68155000e+00  1.39928108e+00  4.95947882e+00  3.03986095e+02  4.97819146e+00 
 8.69155000e+00  1.39784638e+00  4.95945796e+00  3.04335095e+02  4.97810491e+00 
 8.70155000e+00  1.39902170e+00  4.95947266e+00  3.04684095e+02  4.97819229e+00 
 8.71155000e+00  1.39758651e+00  4.95945185e+00  3.05033095e+02  4.97810576e+00 
 8.72155000e+00  1.39876790e+00  4.95946665e+00  3.05382095e+02  4.97819311e+00 
 8.73155000e+00  1.39733273e+00  4.95944588e+00  3.05731095e+02  4.97810659e+00 
 8.74155000e+00  1.39851960e+00  4.95946078e+00  3.06080095e+02  4.97819391e+00 
 8.75155000e+00  1.39708488e+00  4.95944004e+00  3.06429095e+02  4.97810740e+00 
 8.76155000e+00  1.39827672e+00  4.95945503e+00  3.06778095e+02  4.97819469e+00 
 8.77155000e+00  1.39684283e+00  4.95943433e+00  3.07127095e+02  4.97810819e+00 
 8.78155000e+00  1.39803917e+00  4.95944942e+00  3.07476095e+02  4.97819546e+00 
 8.79155000e+00  1.39660642e+00  4.95942875e+00  3.07825095e+02  4.97810896e+00 
 8.80155000e+00  1.39780686e+00  4.95944394e+00  3.08174095e+02  4.97819620e+00 
 8.81155000e+00  1.39637554e+00  4.95942330e+00  3.08523095e+02  4.97810971e+00 
 8.82155000e+00  1.39757971e+00  4.95943858e+00  3.08872095e+02  4.97819694e+00 
 8.83155000e+00  1.39615004e+00  4.95941797e+00  3.09221095e+02  4.97811045e+00 
 8.84155000e+00  1.39735760e+00  4.95943334e+00  3.09570095e+02  4.97819765e+00 
 8.85155000e+00  1.39592979e+00  4.95941277e+00  3.09919095e+02  4.97811116e+00 
 8.86155000e+00  1.39714046e+00  4.95942822e+00  3.10268095e+02  4.97819835e+00 
 8.87155000e+00  1.39571467e+00  4.95940768e+00  3.10617095e+02  4.97811187e+00 
 8.88155000e+00  1.39692819e+00  4.95942322e+00  3.10966095e+02  4.97819903e+00 
 8.89155000e+00  1.39550456e+00  4.95940271e+00  3.11315095e+02  4.97811255e+00 
 8.90155000e+00  1.39672069e+00  4.95941833e+00  3.11664095e+02  4.97819970e+00 
 8.91155000e+00  1.39529935e+00  4.95939785e+00  3.12013095e+02  4.97811322e+00 
 8.92155000e+00  1.39651786e+00  4.95941356e+00  3.12362095e+02  4.97820035e+00 
 8.93155000e+00  1.39509890e+00  4.95939311e+00  3.12711095e+02  4.97811387e+00 
 8.94155000e+00  1.39631962e+00  4.95940890e+00  3.13060095e+02  4.97820099e+00 
 8.95155000e+00  1.39490312e+00  4.95938847e+00  3.13409095e+02  4.97811451e+00 
 8.96155000e+00  1.39612587e+00  4.95940434e+00  3.13758095e+02  4.97820161e+00 
 8.97155000e+00  1.39471189e+00  4.95938394e+00  3.14107095e+02  4.97811513e+00 
 8.98155000e+00  1.39593651e+00  4.95939989e+00  3.14456095e+02  4.97820222e+00 
 8.99155000e+00  1.39452511e+00  4.95937951e+00  3.14805095e+02  4.97811574e+00 
 9.00155000e+00  1.39575145e+00  4.95939554e+00  3.15154095e+02  4.97820282e+00 
 9.01155000e+00  1.39434267e+00  4.95937518e+00  3.15503095e+02  4.97811633e+00 
 9.02155000e+00  1.39557061e+00  4.95939129e+00  3.15852095e+02  4.97820340e+00 
 9.03155000e+00  1.39416447e+00  4.95937096e+00  3.16201095e+02  4.97811691e+00 
 9.04155000e+00  1.39539388e+00  4.95938714e+00  3.16550095e+02  4.97820397e+00 
 9.05155000e+00  1.39399040e+00  4.95936683e+00  3.16899095e+02  4.97811748e+00 
 9.06155000e+00  1.39522118e+00  4.95938309e+00  3.17248095e+02  4.97820452e+00 
 9.07155000e+00  1.39382037e+00  4.95936279e+00  3.17597095e+02  4.97811803e+00 
 9.08155000e+00  1.39505241e+00  4.95937912e+00  3.17946095e+02  4.97820506e+00 
 9.09155000e+00  1.39365429e+00  4.95935885e+00  3.18295095e+02  4.97811857e+00 
 9.10155000e+00  1.39488750e+00  4.95937526e+00  3.18644095e+02  4.97820559e+00 
 9.11155000e+00  1.39349207e+00  4.95935499e+00  3.18993095e+02  4.97811910e+00 
 9.12155000e+00  1.39472636e+00  4.95937148e+00  3.19342095e+02  4.97820611e+00 
